tile,ra,dec,near_gal,nearest_gal_sep,nearest_gal_id,nearest_gal_dist
"(248, 287)",208.46545,53.5,True,162.43263655012836,NGC5457                       ,6.8641
"(248, 288)",210.9614,54.0,True,12.91337327287093,NGC5457                       ,6.8641
"(248, 289)",213.5343,54.5,True,173.4291293092924,NGC5457                       ,6.8641
"(248, 293)",224.66333,56.5,True,272.5907212677812,NGC5866                       ,14.6638
"(248, 294)",227.67372,57.0,True,36.36345221498674,NGC5879                       ,16.7113
"(248, 303)",259.87158,61.5,True,59.00311220487279,NGC6359                       ,47.4584
"(249, 242)",145.24586,31.0,True,191.7671707338971,NGC2964                       ,17.7532
"(249, 243)",146.01704,31.5,True,28.9020831007592,NGC2964                       ,17.7532
"(249, 244)",146.80771,32.0,True,219.2136944524078,NGC2964                       ,17.7532
"(249, 246)",148.44923,33.0,True,229.44484754182628,NGC3021                       ,27.3883
"(249, 266)",170.23227,43.0,True,223.24633441142677,NGC3675                       ,15.4792
"(249, 267)",171.63551,43.5,True,30.643069588545654,NGC3675                       ,15.4792
"(249, 268)",173.07536,44.0,True,254.2476053620242,NGC3675                       ,15.4792
"(249, 272)",179.2248,46.0,True,295.1132642051616,NGC4051                       ,11.1094
"(249, 273)",180.86609,46.5,True,162.7066811849596,NGC4096                       ,12.1768
"(249, 274)",182.55176,47.0,True,122.84942833921212,NGC4096                       ,12.1768
"(249, 275)",184.28331,47.5,True,18.930951659059676,NGC4258                       ,7.3141
"(249, 276)",186.06233,48.0,True,107.45291484371047,NGC4258                       ,7.3141
"(249, 277)",187.89049,48.5,True,275.50375626917304,NGC4258                       ,7.3141
"(249, 286)",206.87419,53.0,True,290.63219620694,NGC5457                       ,6.8641
"(249, 287)",209.30603,53.5,True,112.23412193097435,NGC5457                       ,6.8641
"(249, 288)",211.81206,54.0,True,53.66330093057495,NGC5457                       ,6.8641
"(249, 289)",214.39532,54.5,True,233.48730347340276,NGC5457                       ,6.8641
"(249, 293)",225.56923,56.5,True,167.27402803603923,NGC5866                       ,14.6638
"(249, 294)",228.59177,57.0,True,123.2251564162935,NGC5907                       ,16.8743
"(249, 296)",234.94145,58.0,True,71.34306313179425,NGC5987                       ,48.9888
"(249, 301)",252.83112,60.5,True,121.77702385816794,NGC6258                       ,48.1045
"(249, 302)",256.80185,61.0,True,57.82010902362866,NGC6307                       ,47.6136
"(250, 242)",145.82918,31.0,True,187.08579832033507,NGC2964                       ,17.7532
"(250, 243)",146.60345,31.5,True,165.29508691285082,NGC2964                       ,17.7532
"(250, 246)",149.04541,33.0,True,157.0829195230632,NGC3067                       ,20.3323
"(250, 266)",170.91594,43.0,True,113.46421897435368,NGC3675                       ,15.4792
"(250, 267)",172.32481,43.5,True,113.91002564999884,NGC3675                       ,15.4792
"(250, 272)",179.94456,46.0,True,248.14342162622677,NGC4051                       ,11.1094
"(250, 273)",181.59245,46.5,True,155.07988858428664,NGC4096                       ,12.1768
"(250, 274)",183.2849,47.0,True,103.82824163043784,NGC4258                       ,7.3141
"(250, 275)",185.0234,47.5,True,8.202875042920795,NGC4258                       ,7.3141
"(250, 276)",186.80957,48.0,True,165.87450631466191,NGC4258                       ,7.3141
"(250, 286)",207.70502,53.0,True,239.61972299533755,NGC5457                       ,6.8641
"(250, 287)",210.14662,53.5,True,76.12805806102891,NGC5457                       ,6.8641
"(250, 288)",212.6627,54.0,True,112.53270655412538,NGC5457                       ,6.8641
"(250, 289)",215.25635,54.5,True,293.5814727580186,NGC5457                       ,6.8641
"(250, 290)",217.93085,55.0,True,206.8752641728752,NGC5687                       ,29.191
"(250, 293)",226.47513,56.5,True,123.54141317652756,NGC5866                       ,14.6638
"(250, 294)",229.50981,57.0,True,129.73340068428766,NGC5907                       ,16.8743
"(250, 301)",253.84651,60.5,True,279.83619317049033,NGC6258                       ,48.1045
"(250, 302)",257.83316,61.0,True,265.9287451561134,NGC6306                       ,46.4035
"(251, 242)",146.41249,31.0,True,214.6733943550478,NGC2964                       ,17.7532
"(251, 245)",148.80397,32.5,True,164.13330682431402,NGC3067                       ,20.3323
"(251, 246)",149.64159,33.0,True,145.49930886962002,NGC3067                       ,20.3323
"(251, 256)",159.26178,38.0,True,210.95793142871503,NGC3294                       ,28.751
"(251, 266)",171.5996,43.0,True,96.46223557571868,NGC3675                       ,15.4792
"(251, 267)",173.01411,43.5,True,243.2058453154756,NGC3675                       ,15.4792
"(251, 271)",179.05313,45.5,True,245.52935142704877,NGC4051                       ,11.1094
"(251, 272)",180.66435,46.0,True,235.451892848606,NGC4051                       ,11.1094
"(251, 273)",182.31883,46.5,True,172.94406569617257,NGC4096                       ,12.1768
"(251, 274)",184.01804,47.0,True,33.08894806460511,NGC4217                       ,19.0615
"(251, 275)",185.7635,47.5,True,66.45716533881833,NGC4346                       ,14.1196
"(251, 276)",187.55681,48.0,True,227.54454219216996,NGC4258                       ,7.3141
"(251, 286)",208.53584,53.0,True,193.0504719507468,NGC5457                       ,6.8641
"(251, 287)",210.98721,53.5,True,70.99026492336456,NGC5457                       ,6.8641
"(251, 288)",213.51335,54.0,True,171.80269498967272,NGC5457                       ,6.8641
"(251, 290)",218.80257,55.0,True,144.998439017213,NGC5687                       ,29.191
"(251, 292)",224.4306,56.0,True,278.647838153719,NGC5866                       ,14.6638
"(251, 293)",227.38103,56.5,True,77.11532510530239,NGC5879                       ,16.7113
"(251, 294)",230.42784,57.0,True,229.23447260227644,NGC5907                       ,16.8743
"(252, 244)",148.57648,32.0,True,229.4087910751265,NGC3067                       ,20.3323
"(252, 245)",149.39682,32.5,True,49.631386966644165,NGC3067                       ,20.3323
"(252, 246)",150.23778,33.0,True,176.56581998645078,NGC3067                       ,20.3323
"(252, 265)",170.89905,42.5,True,235.83821788055545,NGC3675                       ,15.4792
"(252, 266)",172.28326,43.0,True,130.9832623165005,NGC3675                       ,15.4792
"(252, 269)",176.65604,44.5,True,276.91924856302694,NGC3938                       ,16.9824
"(252, 270)",178.1909,45.0,True,191.17738095792495,NGC3938                       ,16.9824
"(252, 271)",179.7665,45.5,True,173.38659169821,NGC4051                       ,11.1094
"(252, 272)",181.38412,46.0,True,239.20641505177684,NGC4051                       ,11.1094
"(252, 273)",183.0452,46.5,True,143.11409388831632,NGC4258                       ,7.3141
"(252, 274)",184.75117,47.0,True,22.158682317462496,NGC4258                       ,7.3141
"(252, 275)",186.50359,47.5,True,88.21744480565316,NGC4346                       ,14.1196
"(252, 276)",188.30405,48.0,True,290.3940751480844,NGC4258                       ,7.3141
"(252, 286)",209.36665,53.0,True,154.99544798509302,NGC5457                       ,6.8641
"(252, 287)",211.82779,53.5,True,89.02587564135847,NGC5457                       ,6.8641
"(252, 288)",214.364,54.0,True,231.15731260572232,NGC5457                       ,6.8641
"(252, 290)",219.6743,55.0,True,246.61502477894055,NGC5687                       ,29.191
"(252, 292)",225.32475,56.0,True,149.9196172520428,NGC5866                       ,14.6638
"(252, 293)",228.28693,56.5,True,74.5591826445163,NGC5907                       ,16.8743
"(252, 295)",234.50603,57.5,True,293.2936240307538,NGC5987                       ,48.9888
"(252, 300)",252.0,60.0,True,200.1549246514941,UGC10590                      ,47.5784
"(253, 244)",149.16606,32.0,True,63.16230163523637,NGC3067                       ,20.3323
"(253, 245)",149.98967,32.5,True,62.60756428178252,NGC3067                       ,20.3323
"(253, 255)",159.44975,37.5,True,64.59929091994317,NGC3294                       ,28.751
"(253, 265)",171.57722,42.5,True,227.797055182343,NGC3675                       ,15.4792
"(253, 266)",172.96692,43.0,True,246.9753464359057,NGC3675                       ,15.4792
"(253, 269)",177.35706,44.5,True,130.61417336278575,NGC3938                       ,16.9824
"(253, 270)",178.89801,45.0,True,205.7796932811618,NGC3938                       ,16.9824
"(253, 271)",180.47986,45.5,True,138.0037867031865,NGC4051                       ,11.1094
"(253, 272)",182.1039,46.0,True,247.03176665824205,NGC4258                       ,7.3141
"(253, 273)",183.77158,46.5,True,93.14345226199444,NGC4258                       ,7.3141
"(253, 274)",185.48431,47.0,True,42.52509724774392,NGC4258                       ,7.3141
"(253, 275)",187.24368,47.5,True,194.6624034501171,NGC4258                       ,7.3141
"(253, 285)",207.79898,52.5,True,272.9049157338532,NGC5457                       ,6.8641
"(253, 286)",210.19748,53.0,True,132.98599008821557,NGC5457                       ,6.8641
"(253, 287)",212.66838,53.5,True,133.41558392338052,NGC5457                       ,6.8641
"(253, 288)",215.21466,54.0,True,290.53753276635314,NGC5457                       ,6.8641
"(253, 289)",217.83943,54.5,True,219.4391218456295,NGC5687                       ,29.191
"(253, 292)",226.21889,56.0,True,21.73042608484887,NGC5866                       ,14.6638
"(253, 293)",229.19283,56.5,True,26.424429014169736,NGC5907                       ,16.8743
"(253, 294)",232.26393,57.0,True,251.8867238980621,NGC5963                       ,28.9469
"(253, 295)",235.43661,57.5,True,288.0486859317851,NGC5987                       ,48.9888
"(253, 300)",253.0,60.0,True,19.42910566490698,UGC10590                      ,47.5784
"(253, 301)",256.89267,60.5,True,94.39507514028126,NGC6307                       ,47.6136
"(254, 243)",148.94911,31.5,True,245.47519537745745,NGC3067                       ,20.3323
"(254, 244)",149.75566,32.0,True,48.04629917847451,NGC3067                       ,20.3323
"(254, 245)",150.5825,32.5,True,225.5476281797229,NGC3067                       ,20.3323
"(254, 254)",159.02122,37.0,True,90.82616110068764,NGC3294                       ,28.751
"(254, 265)",172.2554,42.5,True,241.70506428878076,NGC3675                       ,15.4792
"(254, 268)",176.55078,44.0,True,299.6825131864448,NGC3938                       ,16.9824
"(254, 269)",178.05807,44.5,True,42.89425147676145,NGC3938                       ,16.9824
"(254, 270)",179.60512,45.0,True,134.30649243313243,NGC4051                       ,11.1094
"(254, 271)",181.1932,45.5,True,139.24254964236997,NGC4051                       ,11.1094
"(254, 272)",182.82368,46.0,True,197.05963853450243,NGC4258                       ,7.3141
"(254, 273)",184.49794,46.5,True,69.69702300046023,NGC4258                       ,7.3141
"(254, 274)",186.21745,47.0,True,59.015277158793815,NGC4346                       ,14.1196
"(254, 275)",187.98378,47.5,True,258.7088058406884,NGC4258                       ,7.3141
"(254, 285)",208.62032,52.5,True,234.6642970764258,NGC5457                       ,6.8641
"(254, 286)",211.0283,53.0,True,130.72223635686467,NGC5457                       ,6.8641
"(254, 287)",213.50897,53.5,True,186.1715252838329,NGC5457                       ,6.8641
"(254, 289)",218.70045,54.5,True,13.425262725916902,NGC5687                       ,29.191
"(254, 292)",227.11304,56.0,True,33.85897392269946,NGC5866                       ,14.6638
"(254, 293)",230.09872,56.5,True,144.12165734510387,NGC5907                       ,16.8743
"(254, 294)",233.18196,57.0,True,94.34234338291289,NGC5963                       ,28.9469
"(254, 301)",257.90805,60.5,True,296.2453846339805,NGC6306                       ,46.4035
"(255, 240)",147.22432,30.0,True,267.8302346340344,NGC3032                       ,22.0057
"(255, 243)",149.53554,31.5,True,225.77184721599065,NGC3067                       ,20.3323
"(255, 244)",150.34525,32.0,True,154.93438967061357,NGC3067                       ,20.3323
"(255, 254)",159.6473,37.0,True,132.6622207867992,NGC3294                       ,28.751
"(255, 268)",177.24586,44.0,True,154.6362235299895,NGC3938                       ,16.9824
"(255, 269)",178.7591,44.5,True,72.31043479013175,NGC3938                       ,16.9824
"(255, 270)",180.31223,45.0,True,50.92230360158506,NGC4051                       ,11.1094
"(255, 271)",181.90657,45.5,True,181.3534237656874,NGC4051                       ,11.1094
"(255, 272)",183.54346,46.0,True,156.695714812541,NGC4258                       ,7.3141
"(255, 273)",185.2243,46.5,True,72.41279004017659,NGC4258                       ,7.3141
"(255, 274)",186.95059,47.0,True,152.39363415255272,NGC4346                       ,14.1196
"(255, 285)",209.44165,52.5,True,206.11542035425572,NGC5457                       ,6.8641
"(255, 286)",211.85912,53.0,True,142.39262690625318,NGC5457                       ,6.8641
"(255, 287)",214.34955,53.5,True,241.87163914211223,NGC5457                       ,6.8641
"(255, 289)",219.56148,54.5,True,210.6393341194072,NGC5687                       ,29.191
"(255, 291)",225.10345,55.5,True,181.66066605594168,NGC5866                       ,14.6638
"(255, 292)",228.00719,56.0,True,117.58613226174216,NGC5907                       ,16.8743
"(255, 293)",231.00464,56.5,True,291.033341580024,NGC5907                       ,16.8743
"(255, 294)",234.1,57.0,True,161.08951282848196,NGC5963                       ,28.9469
"(255, 302)",262.98984,61.0,True,234.9031377061784,NGC6411                       ,42.0667
"(256, 239)",147.06631,29.5,True,237.8902430849823,NGC3032                       ,22.0057
"(256, 240)",147.80167,30.0,True,194.3617208892403,NGC3032                       ,22.0057
"(256, 243)",150.12195,31.5,True,232.46436940619347,NGC3067                       ,20.3323
"(256, 253)",159.23233,36.5,True,286.78912543128274,NGC3294                       ,28.751
"(256, 268)",177.94093,44.0,True,40.703237154951886,NGC3938                       ,16.9824
"(256, 269)",179.4601,44.5,True,103.8526593513494,NGC4013                       ,19.7172
"(256, 270)",181.01933,45.0,True,41.06445005036543,NGC4051                       ,11.1094
"(256, 271)",182.61993,45.5,True,256.1131142673736,NGC4051                       ,11.1094
"(256, 272)",184.26324,46.0,True,134.87062271102604,NGC4258                       ,7.3141
"(256, 273)",185.95068,46.5,True,65.06783794580186,NGC4346                       ,14.1196
"(256, 274)",187.68373,47.0,True,232.6458308453904,NGC4258                       ,7.3141
"(256, 285)",210.26299,52.5,True,191.64759313001656,NGC5457                       ,6.8641
"(256, 286)",212.68994,53.0,True,174.27178778326865,NGC5457                       ,6.8641
"(256, 287)",215.19014,53.5,True,298.8670611432802,NGC5457                       ,6.8641
"(256, 288)",217.7666,54.0,True,233.8706657563793,NGC5687                       ,29.191
"(256, 291)",225.9862,55.5,True,54.55969787345333,NGC5866                       ,14.6638
"(256, 292)",228.90134,56.0,True,36.94629574131843,NGC5907                       ,16.8743
"(256, 299)",252.19768,59.5,True,120.90475375892338,UGC10590                      ,47.5784
"(256, 302)",264.02115,61.0,True,68.62130645522083,NGC6411                       ,42.0667
"(257, 240)",148.37901,30.0,True,196.33362663149583,NGC3032                       ,22.0057
"(257, 267)",177.1499,43.5,True,201.40431173376007,NGC3938                       ,16.9824
"(257, 268)",178.63602,44.0,True,54.70984593949342,NGC3938                       ,16.9824
"(257, 269)",180.16112,44.5,True,67.50693798686967,NGC4051                       ,11.1094
"(257, 270)",181.72644,45.0,True,102.08304219086108,NGC4051                       ,11.1094
"(257, 271)",183.33328,45.5,True,221.61213802508087,NGC4258                       ,7.3141
"(257, 272)",184.98302,46.0,True,133.515523049598,NGC4258                       ,7.3141
"(257, 273)",186.67705,46.5,True,109.73389883109436,NGC4346                       ,14.1196
"(257, 274)",188.41687,47.0,True,296.0984989911384,NGC4258                       ,7.3141
"(257, 284)",208.7186,52.0,True,282.51216146173493,NGC5457                       ,6.8641
"(257, 285)",211.08434,52.5,True,190.60666221628475,NGC5457                       ,6.8641
"(257, 286)",213.52075,53.0,True,217.6484229987965,NGC5457                       ,6.8641
"(257, 288)",218.61726,54.0,True,120.32984028128992,NGC5687                       ,29.191
"(257, 291)",226.86897,55.5,True,2.184689564461177,NGC5866                       ,14.6638
"(257, 292)",229.79547,56.0,True,94.5790230634936,NGC5907                       ,16.8743
"(257, 293)",232.81644,56.5,True,128.8190118911576,NGC5963                       ,28.9469
"(257, 299)",253.18283,59.5,True,86.19480950877646,UGC10590                      ,47.5784
"(258, 240)",148.95638,30.0,True,294.9816006262716,NGC3032                       ,22.0057
"(258, 267)",177.8392,43.5,True,109.99435114343082,NGC3938                       ,16.9824
"(258, 268)",179.3311,44.0,True,71.23628353173106,NGC4013                       ,19.7172
"(258, 269)",180.86214,44.5,True,11.617408860135717,NGC4051                       ,11.1094
"(258, 270)",182.43355,45.0,True,195.42224145991324,NGC4051                       ,11.1094
"(258, 271)",184.04665,45.5,True,200.9999080648734,NGC4258                       ,7.3141
"(258, 272)",185.70279,46.0,True,147.03852569486332,NGC4258                       ,7.3141
"(258, 273)",187.40341,46.5,True,220.5750026176373,NGC4258                       ,7.3141
"(258, 284)",209.53073,52.0,True,260.78141266596054,NGC5457                       ,6.8641
"(258, 285)",211.90567,52.5,True,199.86282538450303,NGC5457                       ,6.8641
"(258, 286)",214.35158,53.0,True,266.9703817830487,NGC5457                       ,6.8641
"(258, 288)",219.46791,54.0,True,183.30823327558272,NGC5687                       ,29.191
"(258, 290)",224.90463,55.0,True,247.9981848924179,NGC5866                       ,14.6638
"(258, 291)",227.75172,55.5,True,125.3909932784728,NGC5866                       ,14.6638
"(258, 292)",230.68962,56.0,True,239.27442683477736,NGC5907                       ,16.8743
"(258, 293)",233.72234,56.5,True,103.74242602732818,NGC5963                       ,28.9469
"(258, 301)",261.9696,60.5,True,136.61324767071386,NGC6390                       ,49.6378
"(259, 239)",148.78975,29.5,True,166.77945256485344,NGC3032                       ,22.0057
"(259, 261)",170.30377,40.5,True,196.70529875513557,NGC3648                       ,30.5485
"(259, 267)",178.5285,43.5,True,108.40413017299588,NGC3938                       ,16.9824
"(259, 268)",180.02618,44.0,True,78.31225908323239,NGC4013                       ,19.7172
"(259, 269)",181.56316,44.5,True,83.5216862874708,NGC4051                       ,11.1094
"(259, 270)",183.14066,45.0,True,286.6937521184138,NGC4258                       ,7.3141
"(259, 271)",184.76001,45.5,True,198.43549450877973,NGC4258                       ,7.3141
"(259, 272)",186.42258,46.0,True,182.56645432019556,NGC4258                       ,7.3141
"(259, 273)",188.12979,46.5,True,281.2317272864491,NGC4258                       ,7.3141
"(259, 281)",203.59131,50.5,True,152.7374100546395,IC0902                        ,29.3257
"(259, 284)",210.34286,52.0,True,250.9064994351368,NGC5457                       ,6.8641
"(259, 285)",212.727,52.5,True,224.4741701491861,NGC5457                       ,6.8641
"(259, 290)",225.77637,55.0,True,154.90054434018433,NGC5866                       ,14.6638
"(259, 291)",228.63449,55.5,True,99.38679235424082,NGC5905                       ,46.8009
"(259, 293)",234.62823,56.5,True,296.27027947104267,NGC5963                       ,28.9469
"(259, 301)",262.985,60.5,True,234.2212705291516,NGC6411                       ,42.0667
"(260, 260)",169.70294,40.0,True,283.7997136778231,NGC3648                       ,30.5485
"(260, 261)",170.9613,40.5,True,196.85969001098107,NGC3648                       ,30.5485
"(260, 266)",177.75256,43.0,True,259.1218566763919,NGC3938                       ,16.9824
"(260, 267)",179.2178,43.5,True,75.48714928553949,NGC4013                       ,19.7172
"(260, 268)",180.72127,44.0,True,59.08293643493516,NGC4051                       ,11.1094
"(260, 269)",182.26418,44.5,True,157.2169992933734,NGC4138                       ,15.8915
"(260, 270)",183.84776,45.0,True,267.0741364942036,NGC4258                       ,7.3141
"(260, 271)",185.47336,45.5,True,201.699478496292,NGC4258                       ,7.3141
"(260, 272)",187.14235,46.0,True,230.1178059142857,NGC4258                       ,7.3141
"(260, 281)",204.37738,50.5,True,148.74176291828627,IC0902                        ,29.3257
"(260, 284)",211.155,52.0,True,250.5833760136055,NGC5457                       ,6.8641
"(260, 285)",213.54836,52.5,True,260.11527054659774,NGC5457                       ,6.8641
"(260, 288)",221.1692,54.0,True,280.8711072297369,NGC5751                       ,47.0141
"(260, 290)",226.64809,55.0,True,133.63143642991142,NGC5866                       ,14.6638
"(260, 291)",229.51724,55.5,True,174.66585329240442,NGC5907                       ,16.8743
"(260, 292)",232.47792,56.0,True,232.93529213471808,NGC5963                       ,28.9469
"(260, 301)",264.00037,60.5,True,65.78573966351475,NGC6411                       ,42.0667
"(261, 260)",170.35565,40.0,True,72.29407835845495,NGC3648                       ,30.5485
"(261, 266)",178.43623,43.0,True,255.78857131729328,NGC3938                       ,16.9824
"(261, 267)",179.9071,43.5,True,65.13307152011369,NGC4013                       ,19.7172
"(261, 268)",181.41635,44.0,True,73.51497243124521,NGC4051                       ,11.1094
"(261, 269)",182.96518,44.5,True,168.12203305030755,NGC4138                       ,15.8915
"(261, 270)",184.55487,45.0,True,261.23120350767726,NGC4258                       ,7.3141
"(261, 271)",186.18672,45.5,True,223.23744582777223,NGC4258                       ,7.3141
"(261, 272)",187.86212,46.0,True,283.7061969507058,NGC4258                       ,7.3141
"(261, 280)",203.02196,50.0,True,264.18991829079886,IC0902                        ,29.3257
"(261, 284)",211.96713,52.0,True,258.7586912017608,NGC5457                       ,6.8641
"(261, 290)",227.5198,55.0,True,159.02297778281974,NGC5866                       ,14.6638
"(261, 291)",230.40001,55.5,True,255.4611633425496,NGC5907                       ,16.8743
"(261, 292)",233.37206,56.0,True,167.92155567836934,NGC5963                       ,28.9469
"(262, 259)",169.77168,39.5,True,254.37533910942133,NGC3648                       ,30.5485
"(262, 260)",171.00836,40.0,True,86.91292751746175,NGC3648                       ,30.5485
"(262, 266)",179.1199,43.0,True,139.9797213691678,IC0750                        ,32.053
"(262, 267)",180.5964,43.5,True,119.47467803697836,NGC4111                       ,9.9834
"(262, 268)",182.11143,44.0,True,15.758219551891935,NGC4138                       ,15.8915
"(262, 269)",183.6662,44.5,True,257.80366073361967,NGC4138                       ,15.8915
"(262, 270)",185.26198,45.0,True,262.1881022243566,NGC4258                       ,7.3141
"(262, 271)",186.90009,45.5,True,258.51984499080976,NGC4258                       ,7.3141
"(262, 280)",203.79982,50.0,True,70.46448467771586,IC0902                        ,29.3257
"(262, 284)",212.77927,52.0,True,279.0584272054315,NGC5457                       ,6.8641
"(262, 287)",220.23366,53.5,True,261.79182285118634,NGC5751                       ,47.0141
"(262, 289)",225.58865,54.5,True,281.0674435140337,NGC5866                       ,14.6638
"(262, 290)",228.39153,55.0,True,230.7179031225997,NGC5905                       ,46.8009
"(262, 292)",234.2662,56.0,True,235.469599266834,NGC5963                       ,28.9469
"(262, 300)",262.0,60.0,True,96.03684951609642,NGC6390                       ,49.6378
"(263, 259)",170.41966,39.5,True,66.18032244697594,NGC3648                       ,30.5485
"(263, 266)",179.80356,43.0,True,71.50658221871424,IC0750                        ,32.053
"(263, 267)",181.2857,43.5,True,41.46180584492752,NGC4111                       ,9.9834
"(263, 268)",182.80652,44.0,True,38.35170287954994,NGC4138                       ,15.8915
"(263, 270)",185.96909,45.0,True,274.8382645821699,NGC4258                       ,7.3141
"(263, 274)",192.81572,47.0,True,231.27326295994263,NGC4800                       ,29.2614
"(263, 278)",200.43929,49.0,True,285.6860535083665,NGC5195                       ,8.5936
"(263, 279)",202.47963,49.5,True,297.31788030911633,NGC5195                       ,8.5936
"(263, 280)",204.57768,50.0,True,152.71721514968013,IC0902                        ,29.3257
"(263, 283)",211.24,51.5,True,251.55709837110928,NGC5480                       ,27.7117
"(263, 287)",221.07425,53.5,True,100.17957178428122,NGC5751                       ,47.0141
"(263, 289)",226.44968,54.5,True,257.55797506348256,NGC5866                       ,14.6638
"(263, 290)",229.26326,55.0,True,224.04620275241177,NGC5905                       ,46.8009
"(264, 259)",171.06764,39.5,True,96.72094391034068,NGC3648                       ,30.5485
"(264, 265)",179.03711,42.5,True,174.6888238222819,IC0750                        ,32.053
"(264, 266)",180.48723,43.0,True,133.59084680016576,NGC4111                       ,9.9834
"(264, 267)",181.97499,43.5,True,31.27072276982373,NGC4111                       ,9.9834
"(264, 268)",183.50159,44.0,True,175.02780870120048,NGC4138                       ,15.8915
"(264, 274)",193.54886,47.0,True,119.75089118116396,NGC4800                       ,29.2614
"(264, 278)",201.2014,49.0,True,244.6344011802965,NGC5195                       ,8.5936
"(264, 279)",203.24951,49.5,True,194.21623550534875,IC0902                        ,29.3257
"(264, 283)",212.04321,51.5,True,256.96920225465493,NGC5480                       ,27.7117
"(264, 289)",227.31071,54.5,True,264.7832900797436,NGC5866                       ,14.6638
"(265, 258)",170.49564,39.0,True,144.20675098780774,NGC3658                       ,31.893
"(265, 265)",179.71527,42.5,True,106.95321660536652,IC0750                        ,32.053
"(265, 266)",181.17088,43.0,True,54.06980974380894,NGC4111                       ,9.9834
"(265, 267)",182.66429,43.5,True,21.18415284068689,NGC4138                       ,15.8915
"(265, 268)",184.19667,44.0,True,299.584308141085,NGC4111                       ,9.9834
"(265, 274)",194.282,47.0,True,167.67982493643933,NGC4800                       ,29.2614
"(265, 277)",199.96376,48.5,True,272.14496359475254,NGC5195                       ,8.5936
"(265, 278)",201.96353,49.0,True,223.0858617669856,NGC5195                       ,8.5936
"(265, 279)",204.0194,49.5,True,131.28279199959,IC0902                        ,29.3257
"(265, 282)",210.54459,51.0,True,241.15306675245824,NGC5480                       ,27.7117
"(265, 286)",220.16731,53.0,True,284.75128285690846,NGC5751                       ,47.0141
"(266, 258)",171.13902,39.0,True,102.30607826849877,NGC3665                       ,34.6737
"(266, 265)",180.39345,42.5,True,151.605355250578,NGC4111                       ,9.9834
"(266, 266)",181.85455,43.0,True,16.360399334037673,NGC4111                       ,9.9834
"(266, 267)",183.35359,43.5,True,146.03135363554898,NGC4138                       ,15.8915
"(266, 273)",193.21437,46.5,True,132.78548388743627,NGC4800                       ,29.2614
"(266, 277)",200.71835,48.5,True,211.9964840879504,NGC5195                       ,8.5936
"(266, 278)",202.72566,49.0,True,221.38342470688505,NGC5195                       ,8.5936
"(266, 279)",204.78928,49.5,True,202.28523622778707,IC0902                        ,29.3257
"(266, 282)",211.3391,51.0,True,8.456495894878431,NGC5480                       ,27.7117
"(266, 286)",220.99814,53.0,True,157.462991305175,NGC5751                       ,47.0141
"(267, 257)",170.58345,38.5,True,127.20381450773482,NGC3658                       ,31.893
"(267, 258)",171.78241,39.0,True,162.129558443733,NGC3665                       ,34.6737
"(267, 264)",179.64197,42.0,True,270.49723188083703,IC0750                        ,32.053
"(267, 265)",181.07162,42.5,True,76.99330747290355,NGC4111                       ,9.9834
"(267, 266)",182.53822,43.0,True,62.33703101889451,NGC4143                       ,15.8176
"(267, 267)",184.0429,43.5,True,258.86121603960544,NGC4111                       ,9.9834
"(267, 273)",193.94075,46.5,True,100.83893983681357,NGC4800                       ,29.2614
"(267, 276)",199.51262,48.0,True,285.3144171882939,NGC5195                       ,8.5936
"(267, 277)",201.47293,48.5,True,165.51912625865444,NGC5195                       ,8.5936
"(267, 278)",203.4878,49.0,True,233.24394205267265,NGC5195                       ,8.5936
"(267, 282)",212.1336,51.0,True,69.96608341846232,NGC5481                       ,30.761
"(268, 257)",171.22234,38.5,True,102.71465716757255,NGC3665                       ,34.6737
"(268, 264)",180.31479,42.0,True,207.477700894228,NGC4111                       ,9.9834
"(268, 265)",181.74979,42.5,True,62.06073337410471,NGC4111                       ,9.9834
"(268, 266)",183.22188,43.0,True,128.02880496892257,NGC4143                       ,15.8176
"(268, 272)",192.90057,46.0,True,224.34523938452477,NGC4800                       ,29.2614
"(268, 273)",194.66711,46.5,True,287.89035472321547,NGC4800                       ,29.2614
"(268, 276)",200.25986,48.0,True,212.87201150786683,NGC5195                       ,8.5936
"(268, 277)",202.22751,48.5,True,146.37920957810388,NGC5195                       ,8.5936
"(268, 278)",204.24991,49.0,True,267.372058326808,NGC5195                       ,8.5936
"(268, 281)",210.66591,50.5,True,204.46297708358463,NGC5480                       ,27.7117
"(268, 282)",212.9281,51.0,True,274.11236264880745,NGC5520                       ,39.4837
"(269, 256)",170.68295,38.0,True,170.92091024687227,NGC3658                       ,31.893
"(269, 257)",171.86124,38.5,True,198.8441742935519,NGC3665                       ,34.6737
"(269, 264)",180.9876,42.0,True,155.54252045919458,NGC4111                       ,9.9834
"(269, 265)",182.42796,42.5,True,10.989158552387911,NGC4143                       ,15.8176
"(269, 266)",183.90555,43.0,True,241.8760760797553,NGC4111                       ,9.9834
"(269, 272)",193.62036,46.0,True,159.73874879781704,NGC4800                       ,29.2614
"(269, 276)",201.0071,48.0,True,143.81108284321215,NGC5195                       ,8.5936
"(269, 277)",202.98209,48.5,True,148.1494023460074,NGC5195                       ,8.5936
"(269, 281)",211.45198,50.5,True,22.705478738221867,NGC5481                       ,30.761
"(270, 256)",171.31746,38.0,True,171.90553429967494,NGC3658                       ,31.893
"(270, 263)",180.25098,41.5,True,279.13969786261634,NGC4111                       ,9.9834
