host,ID,ra,dec,morph,re,zspec,tile,x,y,bands,n_bands,cutout
PGC26512,092416+513931,141.0706,51.6587,dE,11.84,0.0023,"(176, 283)",8504.779701511325,8082.443063874556,griz,4,1
PGC26571,092422+400527,141.0955,40.0909,BC,10.17,0.0054,"(216, 260)",3346.7797193985,6762.585352413728,ugri,4,1
PGC26649,092539+345314,141.4155,34.8873,dE,14.74,,"(232, 250)",8089.465383562141,2818.98499882184,ugri,4,1
PGC26648,092616+482335,141.5693,48.3932,dE,12.11,0.0023,"(188, 277)",8754.698029345507,2937.472992990592,gri,3,1
PGC26648,092813+491601,142.0553,49.267,dE,3.47,,"(185, 279)",9721.056535291176,496.33185485572267,gri,3,1
PGC26648,092834+490549,142.1436,49.097,dE,3.76,,"(187, 278)",9746.49670314603,6891.472062553137,gri,3,1
PGC26979,093127+320339,142.8642,32.0611,BC,2.33,0.0082,"(242, 244)",1984.4517387373248,6186.62001774143,ugri,4,1
PGC27777,094144+313743,145.4335,31.6288,dE,3.65,,"(248, 243)",4952.715779704193,7496.015349868786,ugri,4,1
PGC27765,094240+585446,145.6678,58.913,dE,3.07,,"(150, 298)",4524.728800823789,3314.197569033545,griz,4,1
PGC27765,094301+585825,145.7571,58.9736,BC,10.28,0.0049,"(150, 298)",3633.5853195220634,4489.793154831177,griz,4,1
PGC27777,094313+315733,145.8063,31.9593,dE,2.05,,"(247, 244)",2077.219745653418,4213.676044298858,ugri,4,1
PGC27777,094319+314926,145.8295,31.8241,BC,5.5,,"(247, 244)",1690.9025398168978,1594.289798996495,ugri,4,1
PGC27777,094331+315836,145.8794,31.9769,BC,5.86,0.0053,"(247, 244)",876.1211921552931,4557.127007485356,ugri,4,1
PGC27777,094332+315803,145.8857,31.9677,dE,5.47,0.0047,"(247, 244)",772.1338233366641,4379.082862027961,ugri,4,1
PGC27777,094359+320705,145.9973,32.1183,dE,3.3,,"(248, 244)",8624.381998585162,7296.248020322395,ugri,4,1
PGC27777,094414+314513,146.0591,31.7538,dE,6.34,,"(249, 243)",4307.052743931413,9918.546985243753,ugri,4,1
PGC28316,094436+712846,146.1511,71.4795,dE,9.58,,"(93, 323)",7436.110446547131,4610.708949012207,ugriz,5,1
PGC28316,095345+721919,148.4409,72.3221,dE,4.93,,"(89, 325)",2318.184537860326,1562.6332192161972,griz,4,1
PGC28316,095512+721719,148.8032,72.2887,dE,5.84,,"(89, 325)",177.42355707621664,938.0019842168468,griz,4,1
PGC28670,095526+755232,148.8598,75.8756,dE,2.91,,"(72, 332)",4756.728767254896,2589.3590343554133,gri,3,1
PGC28670,095608+754840,149.0368,75.8112,dE,3.6,,"(72, 332)",3914.866222605689,1343.3356816500743,gri,3,1
PGC29046,095637+722617,149.1547,72.4382,UDG,12.72,,"(90, 325)",7884.0302704829455,3814.214622041646,griz,4,1
PGC28630,095703+683533,149.2651,68.5926,dE,36.26,,"(109, 317)",1027.394976937661,6812.621173540958,griz,4,1
PGC29059,100318+720907,150.8256,72.1521,dE,7.45,,"(93, 324)",2930.4545172297885,7953.537364863308,ugriz,5,1
PGC28630,100441+681523,151.1728,68.2566,dE,19.81,,"(111, 317)",6860.526123125575,287.0403268981736,griz,4,1
PGC30019,101624+732735,154.1038,73.4597,dE,5.47,,"(88, 327)",9509.512089587835,4249.864419525344,ugriz,5,1
PGC30019,101645+732902,154.1885,73.4839,dE,4.6,,"(88, 327)",9036.505036795192,4712.743816811477,ugriz,5,1
PGC30019,101801+732748,154.5049,73.4634,dE,3.73,,"(88, 327)",7296.247518039434,4298.727004074937,ugriz,5,1
PGC30019,102127+732838,155.3629,73.4775,dE,6.05,,"(88, 327)",2565.7509172037385,4572.968715859091,ugriz,5,1
PGC32183,104315+632252,160.8137,63.3811,dE,4.31,,"(144, 307)",9773.002526911005,2716.307841955255,griz,4,1
PGC34232,111218+482252,168.0756,48.3813,dE,3.18,,"(223, 277)",7520.073472841184,2702.932728005913,ugri,4,1
PGC34232,111253+480334,168.2211,48.0595,dE,2.65,,"(225, 276)",3802.08396667497,6153.767937698663,ugri,4,1
PGC34232,111345+482405,168.4393,48.4015,dE,3.32,0.0066,"(223, 277)",2839.7624363261134,3093.537244311293,ugri,4,1
PGC34232,111415+481934,168.5643,48.3261,dE,2.11,0.0075,"(223, 277)",1225.9333962864262,1637.19350649435,ugri,4,1
PGC34232,111502+472057,168.7621,47.3494,dE,6.82,,"(228, 275)",4727.485279875209,2081.557648705457,ugri,4,1
PGC34561,111838+454721,169.6624,45.7893,dE,5.79,0.0076,"(236, 272)",7773.843540830802,920.395563658607,ugri,4,1
PGC35064,111939+374245,169.9144,37.7126,dE,4.04,,"(270, 255)",8823.090496911851,9125.075906903488,ugri,4,1
PGC35064,112129+384347,170.3721,38.7298,dE,6.5,,"(267, 257)",8195.154229411472,9456.99677497203,ugri,4,1
PGC35064,112149+400005,170.4575,40.0016,dE,4.87,,"(261, 260)",3488.0752272050704,5031.87014609228,ugri,4,1
PGC35064,112156+395255,170.4861,39.8822,dE,7.78,,"(261, 260)",3060.127024801739,2718.5708573995976,ugri,4,1
PGC34989,112212+530755,170.5528,53.132,dE,7.35,,"(205, 286)",2271.3351501570114,7562.498547036232,ugriz,5,1
PGC34971,112303+503833,170.7652,50.6428,BC,10.14,,"(217, 281)",2681.0810454194625,7770.274248616184,ugri,4,1
PGC35064,112309+391345,170.7885,39.2294,dE,8.16,,"(265, 258)",603.7672041577734,9452.663602683657,ugri,4,1
PGC34989,112316+534713,170.8169,53.7872,BC,4.0,0.0095,"(201, 288)",6876.617365513038,878.3033675999013,ugriz,5,1
PGC35064,112334+384334,170.8919,38.7261,dE,7.46,0.0072,"(267, 257)",336.68263520997607,9389.459262255166,ugri,4,1
PGC35064,112402+381310,171.0111,38.2197,dE,11.48,0.0075,"(270, 256)",9664.36070832006,9265.294256150908,ugri,4,1
PGC35064,112406+385123,171.027,38.8564,dE,3.98,0.0066,"(266, 258)",6690.511960671309,2218.2117867172024,ugri,4,1
PGC35064,112412+383052,171.052,38.5145,dE,3.02,,"(268, 257)",7582.8841482917,5283.38585677903,ugri,4,1
PGC35064,112414+392314,171.06,39.3873,dE,6.0,,"(264, 259)",5114.497318929422,2815.99282067019,ugri,4,1
PGC35064,112422+385832,171.0954,38.9758,dE,7.75,,"(266, 258)",5657.1884061268975,4531.1864091165135,ugri,4,1
PGC35064,112431+384650,171.131,38.7808,dE,2.77,,"(266, 258)",5121.19186594376,752.1157451531681,ugri,4,1
PGC35064,112432+383053,171.1337,38.5148,dE,3.63,,"(268, 257)",6344.052007516955,5287.456086613499,ugri,4,1
PGC35064,112443+383522,171.182,38.5897,dE,11.61,0.0075,"(268, 257)",5611.041612295511,6738.428635581363,ugri,4,1
PGC35064,112536+385316,171.4041,38.8879,dE,5.88,0.0064,"(266, 258)",1001.5175733669688,2833.422209499673,ugri,4,1
PGC35064,112541+385058,171.4227,38.8497,dE,3.68,,"(266, 258)",718.6432526449607,2093.983480808831,ugri,4,1
PGC35064,112701+385549,171.7571,38.9304,dE,7.59,0.0066,"(267, 258)",5381.430843132531,3651.276384954119,ugri,4,1
PGC35064,112711+391938,171.798,39.3275,dE,4.13,,"(265, 259)",3765.2123566136,1657.681183420117,ugri,4,1
PGC35064,112720+393411,171.8351,39.5699,BC,8.47,,"(265, 259)",3215.298401516554,6355.775544315333,ugri,4,1
PGC35064,113035+392501,172.6473,39.4172,dE,9.77,0.0065,"(266, 259)",752.8595540660681,3402.096974350181,ugri,4,1
PGC35064,113055+390032,172.7319,39.0091,dE,9.22,,"(268, 258)",390.3487466004053,5184.099657256004,ugri,4,1
PGC37229,115512+441308,178.8041,44.219,dE,5.8,,"(257, 268)",2665.621496054716,9246.401630493454,ugri,4,1
PGC37544,115626+315539,179.1119,31.9277,dE,2.66,,"(304, 244)",7026.5879539427815,3600.052615627228,ugri,4,1
PGC38009,115634+301657,179.1438,30.2825,dE,5.64,,"(309, 241)",7806.099654098532,787.1257330814415,ugri,4,1
PGC38009,115817+303047,179.5737,30.5132,dE,3.61,,"(309, 241)",622.162744970934,5260.88874520079,ugri,4,1
PGC37691,115906+435602,179.7781,43.9339,dE,3.85,,"(259, 268)",8462.179105088622,3724.250492829784,ugri,4,1
PGC37544,115943+331522,179.9332,33.2563,dE,6.13,,"(300, 247)",4149.892191454286,277.531481300176,ugri,4,1
PGC37691,120002+424722,180.0102,42.7897,dE,4.12,0.0033,"(263, 266)",2061.304842622239,928.185485677326,ugri,4,1
PGC38009,120106+301036,180.2779,30.1769,dE,6.69,0.0036,"(312, 240)",2577.2796392362143,8429.686500742937,ugri,4,1
PGC38440,120214+425246,180.5586,42.8796,dE,5.83,,"(264, 266)",3986.426561664184,2667.198924490028,ugri,4,1
PGC38150,120310+325721,180.7948,32.9561,BC,9.01,,"(303, 246)",2532.2615747991617,4151.041210666087,ugri,4,1
PGC38524,120423+650349,181.099,65.0637,dE,2.68,,"(153, 310)",4308.958665832741,6234.90299934137,griz,4,1
PGC38302,120435+493224,181.1466,49.5401,dE,4.63,,"(235, 279)",2186.429144634449,5781.276313206703,ugriz,5,1
PGC38302,120534+491701,181.3919,49.2837,dE,8.62,,"(236, 279)",8803.091310425887,815.8781118158176,ugriz,5,1
PGC38302,120605+492536,181.5242,49.4269,dE,5.0,,"(236, 279)",7124.441068282628,3585.770465048302,ugriz,5,1
PGC38440,120624+425423,181.6032,42.9066,dE,3.65,,"(266, 266)",8567.807794850785,3195.331084583828,ugri,4,1
PGC38524,120625+651021,181.6069,65.1727,dE,4.53,,"(154, 310)",9805.829810339905,8369.23812750848,griz,4,1
PGC38742,120633+303714,181.6396,30.6208,dE,5.13,0.0016,"(313, 241)",4884.334151785378,7340.9858502202205,ugri,4,1
PGC38524,120654+644005,181.728,64.6683,dE,3.05,,"(156, 309)",456.2897216969923,8281.128865459219,griz,4,1
PGC38524,120726+652444,181.8588,65.4124,dE,14.87,0.0046,"(151, 311)",6640.769127012176,3305.050879892887,ugriz,5,1
PGC38524,120756+650650,181.9858,65.1139,dE,3.22,0.0052,"(154, 310)",6726.588015761171,7210.160753480759,griz,4,1
PGC38524,120839+650053,182.1635,65.0149,dE,6.33,,"(154, 310)",5278.480716297915,5288.821508449599,griz,4,1
PGC38555,120857+684805,182.2398,68.8016,dE,3.4,,"(131, 318)",8736.626278563666,1171.4099102830355,ugriz,5,1
PGC38555,120904+684705,182.269,68.7848,dE,3.89,,"(131, 318)",8534.687819220428,844.1215375847114,ugriz,5,1
PGC38654,120915+423459,182.3155,42.5833,dE,4.06,,"(269, 265)",6604.641663430815,6615.334410699347,ugri,4,1
PGC38555,120928+685129,182.3706,68.8583,dE,3.46,,"(131, 318)",7812.865788396592,2263.2090665745377,ugriz,5,1
PGC38795,120934+502559,182.3932,50.4331,dE,8.12,,"(232, 281)",4682.859490363227,3703.6015518269114,griz,4,1
PGC38524,120935+653542,182.399,65.5951,dE,5.35,0.0043,"(151, 311)",2303.924564581901,6850.155409966283,ugriz,5,1
PGC38739,120944+390732,182.434,39.1258,dE,10.32,0.0034,"(284, 258)",9297.467863695132,7444.642423113752,ugri,4,1
PGC38555,121009+684258,182.5406,68.7162,dE,3.48,,"(134, 317)",6893.343890777755,9193.895701982248,ugriz,5,1
PGC38524,121012+644538,182.5528,64.7606,BC,12.04,0.0051,"(154, 310)",2064.242884871658,368.8822403966542,griz,4,1
PGC38654,121013+424258,182.5542,42.7162,dE,8.25,,"(269, 265)",3202.550287942948,9191.09513458757,ugri,4,1
PGC38739,121021+391252,182.5878,39.2145,dE,9.87,0.0031,"(284, 258)",6982.808280697195,9158.251806514903,ugri,4,1
PGC38361,121026+464448,182.6115,46.7469,dE,6.08,,"(249, 274)",4206.692287851873,95.45361283111288,ugri,4,1
PGC38742,121035+301813,182.6481,30.3039,dE,3.83,,"(315, 241)",7428.6348563894,1201.3227080944416,ugri,4,1
PGC38654,121044+423837,182.6871,42.6438,dE,6.16,,"(269, 265)",1305.9902904767628,7792.360005260663,ugri,4,1
PGC38742,121049+302028,182.7064,30.3412,dE,3.3,,"(315, 241)",6452.650527049184,1923.1688834129072,ugri,4,1
PGC39241,121104+463639,182.7679,46.611,dE,4.11,,"(252, 273)",8691.50604399262,7157.559375988461,ugri,4,1
PGC38578,121110+761039,182.7954,76.1777,dE,13.51,,"(88, 332)",747.523272404881,8476.752757283277,gri,3,1
PGC38795,121122+501610,182.8448,50.2696,BC,12.21,0.003,"(233, 281)",8824.696958035189,542.9886499678632,griz,4,1
PGC38742,121128+304640,182.8698,30.778,dE,6.37,0.0022,"(314, 242)",9855.79592553092,704.1725091901008,ugri,4,1
PGC38347,121145+764512,182.9411,76.7534,dE,2.91,,"(82, 334)",1983.882746922703,238.5204444027713,gri,3,1
PGC38347,121145+764512,182.9412,76.7534,dE,2.94,,"(82, 334)",1983.438714522389,238.5255689006872,gri,3,1
PGC38524,121223+650717,183.0988,65.1215,dE,5.71,0.0049,"(155, 310)",7297.600169026273,7359.6739147929375,griz,4,1
PGC38524,121224+651027,183.1016,65.1742,dE,14.47,0.0048,"(155, 310)",7270.265338624418,8380.843009585078,griz,4,1
PGC39068,121304+530620,183.2703,53.1057,dE,3.07,0.0043,"(221, 286)",8966.446592338858,7057.796669552503,ugriz,5,1
PGC39241,121405+472608,183.5209,47.4356,dE,5.25,,"(248, 275)",5292.53633260439,3752.036172623689,ugri,4,1
PGC38742,121426+294552,183.6113,29.7645,dE,10.2,,"(318, 240)",4765.925023884772,436.2424571440224,ugri,4,1
PGC38795,121450+504225,183.7119,50.7069,dE,3.71,,"(234, 281)",7794.971738842813,9013.82399506835,griz,4,1
PGC38742,121501+312314,183.757,31.3872,dE,3.67,,"(313, 243)",1534.757938518354,2817.349063623724,ugri,4,1
PGC39568,121534+660758,183.8926,66.1328,dE,8.56,0.0096,"(150, 312)",8935.424577767393,7589.293927291623,ugriz,5,1
PGC39791,121538+750643,183.9088,75.1121,dE,5.49,,"(95, 330)",3093.5788359657563,7178.540859279863,gri,3,1
PGC38654,121552+425254,183.9675,42.8819,dE,5.69,,"(269, 266)",4120.210474348208,2711.6648395440843,ugri,4,1
PGC39241,121602+464357,184.0097,46.7326,BC,9.83,0.0037,"(253, 273)",1837.0058712363304,9512.35797172276,ugri,4,1
PGC39791,121704+750321,184.2678,75.0559,UDG,17.74,,"(95, 330)",1292.5599319675562,6106.475771409552,gri,3,1
PGC39158,121732+323159,184.3842,32.5331,dE,8.35,,"(311, 245)",4843.920706145412,5641.450767603191,ugri,4,1
PGC39414,121753+704217,184.4741,70.7048,dE,4.16,,"(123, 321)",3489.890571848129,8971.761870306382,ugriz,5,1
PGC39414,121753+704216,184.4742,70.7047,dE,4.09,,"(123, 321)",3489.242699976096,8969.826450128736,ugriz,5,1
PGC39414,121804+705653,184.5191,70.9482,dE,2.39,,"(120, 322)",3571.0762956526487,3998.831911086477,griz,4,1
PGC39414,121829+704512,184.6245,70.7536,dE,3.83,,"(120, 322)",2883.7314878655534,230.7702789678715,griz,4,1
PGC39724,121831+300340,184.6314,30.0612,dE,10.99,0.0025,"(320, 240)",7024.189058695378,6187.060925303268,ugri,4,1
PGC39241,121840+455435,184.6671,45.9099,BC,4.78,0.0035,"(257, 272)",9259.711308758622,3262.3887044780067,ugri,4,1
PGC39568,121840+655201,184.6699,65.867,dE,3.0,0.0093,"(150, 312)",2817.948058656385,2427.379036390767,ugriz,5,1
PGC39568,121853+654443,184.7235,65.7454,UDG,15.48,,"(153, 311)",3011.456621577259,9759.57891103724,ugriz,5,1
PGC39600,121909+470523,184.7877,47.0899,dE,18.62,0.0011,"(252, 274)",4518.1139774096,6742.282757365649,ugri,4,1
PGC39568,121913+663446,184.8083,66.5794,dE,4.98,,"(147, 313)",1288.463198493106,6553.011780068164,ugriz,5,1
PGC39791,121922+753812,184.8418,75.6368,dE,4.24,,"(93, 331)",9210.61796857964,7682.22675371534,gri,3,1
PGC39791,121922+762850,184.8421,76.4807,dE,6.32,,"(86, 333)",2078.818190328881,4641.968624500831,gri,3,1
PGC39600,121933+472705,184.8885,47.4514,dE,8.84,,"(250, 275)",6767.832339537717,4059.715367073075,ugri,4,1
PGC39791,121937+754352,184.9077,75.7313,dE,6.27,,"(93, 331)",8868.77934919898,9508.882666496498,gri,3,1
PGC39724,121938+295259,184.9115,29.8831,BC,12.68,0.0008,"(320, 240)",2321.453187524396,2736.452544450767,ugri,4,1
PGC39791,121952+753541,184.9698,75.595,dE,3.5,,"(93, 331)",8605.569613961117,6863.796279680877,gri,3,1
PGC39791,121959+754236,184.9977,75.7101,dE,2.88,,"(93, 331)",8443.936074354004,9092.508482911368,gri,3,1
PGC39791,122004+752951,185.018,75.4976,dE,7.36,0.0053,"(93, 331)",8395.528717311154,4973.563506663061,gri,3,1
PGC39568,122005+655049,185.0224,65.8471,dE,4.45,,"(151, 312)",9768.659376992977,2059.7855532583426,ugriz,5,1
PGC39568,122005+655049,185.0225,65.8472,dE,4.33,,"(151, 312)",9767.847881666246,2061.715798489199,ugriz,5,1
PGC39724,122015+302136,185.0648,30.3602,dE,8.24,0.0024,"(319, 241)",5830.063594697691,2290.9972422261144,ugri,4,1
PGC39791,122018+753100,185.0755,75.5168,dE,8.11,,"(93, 331)",8112.46546948226,5342.455656257816,gri,3,1
PGC39724,122026+295043,185.1124,29.8453,dE,5.35,,"(321, 240)",8648.140522593421,2005.505666123268,ugri,4,1
PGC39791,122037+750705,185.1579,75.1182,dE,10.39,,"(96, 330)",6492.399628040765,7294.371037223308,gri,3,1
PGC39600,122040+470002,185.1677,47.0006,dE,9.3,,"(253, 274)",9184.504924441611,5020.083251620918,ugri,4,1
PGC40228,122054+464948,185.2289,46.8302,dE,9.92,,"(253, 274)",8386.431118868708,1714.9474356183391,ugri,4,1
PGC39791,122057+754445,185.239,75.7461,UDG,9.44,,"(93, 331)",7284.1331046986525,9778.440641789628,gri,3,1
PGC39568,122057+655649,185.2403,65.947,dE,11.58,0.0091,"(151, 312)",8029.042561422256,3982.171569963197,ugriz,5,1
PGC39791,122118+754205,185.327,75.7016,dE,3.69,,"(93, 331)",6869.942685844097,8912.993436469445,gri,3,1
PGC39724,122120+294255,185.3342,29.7154,dE,13.02,,"(323, 239)",8738.44998689061,9177.840496000335,ugri,4,1
PGC39791,122155+750402,185.4833,75.0674,dE,6.55,,"(96, 330)",4872.456062883844,6306.17022454266,gri,3,1
PGC39791,122159+755551,185.4978,75.931,dE,5.26,,"(90, 332)",7414.972664020518,3673.3307018902474,gri,3,1
PGC39568,122212+654257,185.5533,65.7159,BC,4.2,0.009,"(154, 311)",6005.14557720112,9184.94644185477,ugriz,5,1
PGC39791,122213+755649,185.5581,75.9471,dE,3.66,,"(90, 332)",7128.527261911004,3983.003416785903,gri,3,1
PGC39791,122213+755649,185.5582,75.9471,dE,3.68,,"(90, 332)",7128.056718352831,3982.999813377433,gri,3,1
PGC40692,122216+305323,185.5698,30.8898,dE,10.34,0.0018,"(318, 242)",3751.239651991831,2864.85566818975,ugri,4,1
PGC39791,122245+760106,185.6902,76.0185,dE,3.32,,"(90, 332)",6499.430993421096,5362.577141558407,gri,3,1
PGC40228,122254+475542,185.7286,47.9285,dE,3.6,,"(249, 276)",9333.50825691224,3623.771858784265,gri,3,1
PGC39791,122259+752751,185.7464,75.4642,dE,3.96,,"(93, 331)",4860.437692571182,4306.266837096136,gri,3,1
PGC39791,122300+771439,185.7518,77.2444,BC,6.99,,"(84, 334)",9088.131294408468,9769.494750384054,gri,3,1
PGC39724,122309+292059,185.7905,29.3497,dE,11.34,0.0018,"(323, 239)",1044.3048435945966,2091.297317584134,ugri,4,1
PGC39791,122313+760605,185.8049,76.1014,dE,4.96,,"(90, 332)",5956.803929671802,6966.694983453202,gri,3,1
PGC40692,122322+310140,185.8436,31.0279,dE,13.46,,"(319, 242)",8892.941505007106,5544.7782360806905,ugri,4,1
PGC40692,122331+310348,185.8792,31.0634,dE,6.35,,"(319, 242)",8300.527759455195,6231.58171296549,ugri,4,1
PGC40692,122338+303207,185.9118,30.5353,dE,6.67,,"(320, 241)",1376.8929772060824,5687.564397588517,ugri,4,1
PGC40228,122346+473932,185.9422,47.6589,dE,10.31,,"(251, 275)",2667.4669601102355,8082.013905273181,ugri,4,1
PGC41333,122411+413451,186.0469,41.5811,BC,3.12,0.0026,"(279, 263)",8079.528662632907,6575.424071068846,ugri,4,1
PGC40228,122411+470721,186.048,47.1228,dE,11.15,,"(254, 274)",7234.46335098197,7382.161828191402,ugri,4,1
PGC40692,122519+304144,186.3313,30.6956,dE,3.15,,"(321, 241)",4062.366291012188,8790.775052270701,ugri,4,1
PGC40692,122526+311646,186.3602,31.2796,dE,7.26,,"(318, 243)",6977.594587416904,729.9252568044712,ugri,4,1
PGC39791,122627+750528,186.6126,75.0911,dE,3.1,,"(97, 330)",8873.98688495884,6790.809528768079,gri,3,1
PGC39791,122645+751059,186.6892,75.1831,dE,6.26,,"(97, 330)",8471.041978277372,8568.811042381012,gri,3,1
PGC39791,122658+750055,186.7424,75.0153,dE,4.06,,"(97, 330)",8242.886802440698,5314.191256589519,gri,3,1
PGC40692,122728+304242,186.8697,30.7119,dE,2.66,,"(322, 241)",4760.558421895306,9106.436468164362,ugri,4,1
PGC39791,122823+745840,187.0988,74.9779,dE,4.19,,"(97, 330)",6460.695866750337,4575.305159108422,gri,3,1
PGC39791,122823+745840,187.0988,74.9779,dE,4.2,,"(97, 330)",6460.695866750337,4575.305159108422,gri,3,1
PGC40973,122845+435751,187.1889,43.9644,dE,33.91,,"(269, 268)",2044.3669194466984,4313.902957372279,ugri,4,1
PGC42139,122850+744533,187.209,74.7593,dE,5.77,,"(97, 330)",5920.078677850147,336.85516326957804,gri,3,1
PGC42139,122850+744533,187.2101,74.7592,dE,5.86,,"(97, 330)",5914.480853860297,334.9002496537705,gri,3,1
PGC40692,122941+305639,187.4209,30.9443,dE,7.17,,"(321, 242)",2070.763485371093,3922.907933931654,ugri,4,1
PGC39791,123001+755150,187.5045,75.8641,dE,4.09,,"(91, 332)",7710.576739490273,2379.531305988746,gri,3,1
PGC40836,123004+642507,187.5191,64.4187,dE,3.42,0.0086,"(161, 309)",548.0054838287451,3443.133736531685,griz,4,1
PGC42139,123022+735419,187.5942,73.9055,dE,7.25,,"(103, 328)",946.6800901098632,3194.3288530212294,gri,3,1
PGC42139,123130+750041,187.8759,75.0115,dE,3.74,,"(97, 330)",2562.7939663278808,5232.848981388963,gri,3,1
PGC42139,123155+743623,187.9819,74.6066,dE,7.97,,"(100, 329)",457.8179934575819,7099.54629208189,gri,3,1
PGC42139,123155+743624,187.9823,74.6067,dE,10.3,,"(100, 329)",455.78935473542606,7101.5145775627625,gri,3,1
PGC42139,123159+745244,187.9985,74.8791,dE,5.77,,"(97, 330)",1922.021573941371,2672.8687812766684,gri,3,1
PGC40692,123208+313050,188.0358,31.5139,dE,7.09,,"(321, 243)",8354.484540321602,5272.474474332122,ugri,4,1
PGC41621,123221+635857,188.0916,63.9826,dE,3.88,,"(165, 308)",5893.336913769735,4663.542281094986,griz,4,1
PGC40692,123316+302518,188.3203,30.4218,dE,7.27,0.003,"(325, 241)",9610.842227529689,3490.1858034151765,ugri,4,1
PGC42139,123423+764330,188.5968,76.7252,UDG,11.81,,"(88, 333)",4484.408120406547,9364.672504484326,gri,3,1
PGC42139,123647+741555,189.1992,74.2656,dE,8.3,,"(101, 329)",3794.804130635268,459.8671920510387,gri,3,1
PGC42139,123658+745329,189.2419,74.8914,dE,6.55,,"(98, 330)",5401.877245452004,2895.711403791806,gri,3,1
PGC42139,123658+745328,189.242,74.8914,dE,6.48,,"(98, 330)",5401.3721333646245,2895.7107270531933,gri,3,1
PGC42637,123702+330501,189.2597,33.0838,dE,6.48,,"(317, 246)",614.0396445369388,6629.601865735826,ugri,4,1
PGC42139,123810+740157,189.5427,74.0327,dE,9.26,,"(104, 328)",260.8099021453,5669.041996955307,gri,3,1
PGC42595,124044+743718,190.1868,74.6217,dE,7.91,,"(102, 329)",8361.217701235017,7376.921602020991,gri,3,1
PGC42637,124058+324724,190.2456,32.7901,dE,24.89,,"(319, 246)",3962.9847249313098,932.649292963235,ugri,4,1
PGC42637,124206+323707,190.5277,32.6187,dE,12.73,,"(321, 245)",1333.831426229493,7304.159857065259,ugri,4,1
PGC42637,124206+323713,190.5285,32.6203,dE,12.39,,"(321, 245)",1320.8388694856344,7335.194077589542,ugri,4,1
PGC42595,124257+740945,190.7397,74.1627,dE,6.94,,"(105, 328)",3561.233169410885,8156.251956758064,gri,3,1
PGC42595,124257+740945,190.7405,74.1627,dE,6.45,,"(105, 328)",3557.002271702573,8156.27131167676,gri,3,1
PGC42637,124324+322855,190.8537,32.482,dE,12.23,0.0022,"(322, 245)",5690.456031207978,4651.315312407581,ugri,4,1
PGC42595,124609+743455,191.5393,74.5822,BC,3.83,,"(102, 329)",1401.669857921137,6614.095058037114,gri,3,1
PGC44025,125426+582348,193.6119,58.3968,dE,5.2,,"(202, 297)",1852.5519655433595,3007.3391804624307,ugriz,5,1
PGC45749,131115+365911,197.8158,36.9866,dE,6.07,,"(316, 254)",5334.882386072196,4740.359918454941,ugri,4,1
PGC45749,131126+371842,197.8619,37.3118,dE,7.01,,"(314, 255)",5497.3658573968905,1352.9508109913843,ugri,4,1
PGC47404,132737+465454,201.9065,46.9151,BC,2.9,,"(275, 274)",1119.9461855621976,3361.973251051192,gri,3,1
PGC47441,132836+464603,202.1505,46.7677,BC,4.94,0.0083,"(276, 274)",7602.049960670891,501.4851845590129,gri,3,1
PGC47441,132923+464046,202.3495,46.6795,dE,5.22,,"(279, 273)",9090.840981850652,8486.52666806815,gri,3,1
PGC47441,132941+463837,202.422,46.6439,dE,6.28,,"(279, 273)",8128.962541901652,7793.308047643092,gri,3,1
PGC47441,132951+463455,202.4633,46.5822,dE,7.16,0.0096,"(279, 273)",7582.428549113187,6596.125650323802,gri,3,1
PGC47404,133245+470302,203.1912,47.0507,dE,2.85,,"(277, 274)",3527.3340569204397,5983.562872143122,gri,3,1
PGC49044,134002+584012,205.0099,58.6702,dE,6.1,,"(214, 297)",2736.353839856258,8302.099990794384,ugri,4,1
PGC48860,134140+613852,205.4187,61.648,dE,4.03,0.0063,"(196, 303)",4665.717366148463,7868.186259767567,ugriz,5,1
PGC48860,134309+614331,205.7896,61.7255,dE,3.39,,"(196, 303)",1261.7710740591006,9381.678555087556,ugriz,5,1
PGC48860,134323+620035,205.848,62.0098,BC,7.12,0.0075,"(193, 304)",2292.0402474680354,5196.126937417932,ugriz,5,1
PGC48860,134331+611414,205.8817,61.2373,dE,4.76,,"(200, 302)",8588.533816976873,9609.219019070037,ugriz,5,1
PGC49044,134332+592606,205.8861,59.4351,dE,3.16,,"(209, 299)",5095.253099769356,3742.3116359522273,ugri,4,1
PGC48860,134510+611534,206.2954,61.2595,dE,3.56,0.0066,"(197, 303)",6256.533898112921,340.6283359613235,ugriz,5,1
PGC48767,134529+413831,206.3736,41.642,dE,5.3,0.0092,"(309, 263)",3749.155415552017,7752.444950159768,gri,3,1
PGC48767,134548+414443,206.4524,41.7454,TS,5.91,0.009,"(307, 264)",6478.057002824443,66.96128369635062,ugri,4,1
PGC48860,134554+610550,206.475,61.0973,dE,10.12,,"(200, 302)",3047.4406763079987,6888.684658166298,ugriz,5,1
PGC48860,134603+605958,206.513,60.9996,dE,3.73,,"(200, 302)",2684.397894892587,4996.604402148808,ugriz,5,1
PGC49044,134624+595042,206.6032,59.8451,dE,8.14,,"(207, 300)",8862.782526263385,2009.7569439325853,ugriz,5,1
PGC49044,134641+594922,206.6723,59.823,dE,6.73,0.0067,"(207, 300)",8192.228775628124,1577.804281277774,ugriz,5,1
